symbol,name,totalVolume
smokin-sarina,smokin' sarina,5920000
quark20,Quark20,5916000
bitcoin-miner-originals,Bitcoin Miner Originals,5911000
ordigotchi,OrdiGotchi,5910000
oscillations,Oscillations by MDV,5905768
ordinal-rgb,Ordinal RGB,5900000
hybrid-hitmen-genesis,☣️ Hybrid Hitmen Genesis by ⌬ Enchained.Games,5859574
degentclub,Decentralized Gentlemen Club,5784002
gpu,GPU Ordinals by Anarkoic,5780000
block_9_crystal,Block 9 Crystal,5780000
dmtdinos,dmtdinos,5764904
joe_the_maniac,J.O.E : The Maniac Unleashed,5754445
numb3rxa,NUMB3R xA: Collection Ø,5735380
lettuce_goat_additions,LETTUCE GOAT by BRICK and 0gbe,5709563
virtual_visions,Virtual Visions,5691000
crash-punks-katana,Crash Punks Katanas,5668489
sleepingeight8,Sleeping 8,5647687
8x8_pets,8x8 Pets,5634479
misprintlegends,MisprintLegends,5624800
skellyuni,Skelly Uni,5619400
kingdom-dragon,BRC420 - Bitmap Kingdom Dragon,5604000
bitpetsseason1,Bitpets Season Ⅰ,5593390
samuraifrogs,Infired Samurai Frogs,5589500
block78,Seventy Eight,5584000
lurk,LurkersBTC by Sunken0x,5568987
ninja-ordinals,NINJA_Ordinals,5550000
cords,Cords,5540000
rareminiumeko,rare mini umeko,5539000
bitcoin_crocs,Bitcoin Crocs,5527910
digital-artifacts,Digital Artifacts,5500000
ordinal-cars,Ordinal Cars,5500000
tinypepe,Tiny Pepe & Frens,5466999
inners,Inners,5450519
dragon-machine,Dragon Machine,5443800
sabetskullkey,SABET SKULL KEY | GOLD EDITION,5430000
thespaceforce,The space force,5415000
btcs-og-pass,BTCs OG PASS,5410000
chibi-zqn,Chibi-ZQN collection,5400000
yukkini,yukkini Nail Art Ordinals,5400000
kingbysinfini3,king by Sinfini3,5400000
bmp,Bit Monkes Puppets (BMP),5379706
1on1-by-lemonhaze,1/1s (2024) by Lemonhaze,5370000
bitslimes,Bitslimes on Block 78,5365950
toypunkz,TOY PUNKZ,5353700
sines,Sines,5334700
anyostudio,Ordinal  ANYO  STUDIO,5331000
valentines-chocolate,Valentines Chocolate,5302025
ows,Ordinal Weasels Syndicate,5294900
ordinals-punk-pepes,ORDINALS PUNK PEPES,5294200
mark-of-xanatos,Mark of Xanatos,5290000
satoshikingdoms,Satoshi Kingdoms,5286900
spz-maga,Make Airdrop Great Again,5283246
cheekzcoins,Cheekz Coins,5265700
bureaucrats,Bureaucrats,5250000
bozoverse,Bozoverse,5240000
central-wankers-powell,Central Wankers: Powell,5207800
p5pete_maker,P5PETE_MAKER by IFXSCRIPT,5201098
509-legendz,509 Legendz,5200000
htr_trail_runners,HTR Trail Runners - Palindrome,5186030
flyinals,Flyinals,5179234
0628,0628 ELON ,5176900
ordblot,Ord₿lot by Anon Satoshi ,5176000
ordinalparrots,Ordinal Parrots,5163000
entangled-realms,Entangled Realms by OTO x BitcoinSneakers,5157000
ordinalnakaisnaka,Ordinal Nakaisnaka By TheCommunity,5099000
puppetsoncoke,Puppets on Coke,5082539
neonswag,BSIDES by swagt0shi,5067000
cyber-ordinals,Cyber Ordinals,5050000
ganja,GANJA Onchain,5043170
ordinalphunks,Ordinal Phunks,5030000
the_rose_garden,The Rose Garden,5000000
zoelouise,Zoe Louise 1/1's,5000000
cnpreborn-ordinals,CNP Reborn Ordinals,5000000
solo,Modordinal Solo,5000000
bitrhythm,Bit RHYTHM,4998000
ordclub,ORD CLUB,4977000
anonsatoshiseries1,Anon Satoshi: Series 1,4947100
gamma-winter-pass,Gamma Winter Pass,4946658
odderp,ODDERP,4930000
grid-wars-troops,GRID WARS: TR00PS,4928362
shungo,Godbaby(s)hungo,4917100
brcbros,BrcBros,4879386
fragmented-landscapes,Fragmented Landscapes by RosbelDev,4878119
hoomees,Hoomee's,4876956
node-virus,Node Virus,4872365
homie_orccash,homie (ORC-CASH),4861000
eternal-garden,Eternal Garden by RosbelDev,4858794
cursedemoji000,Cursed Emoji,4852000
catsforthepeople,Cats for the People,4850000
julioballoonadventure,JULIO'S BALLOON ADVENTURE,4829978
prntbtc,PRNT 🟠,4829000
coomcats,Coomcats,4822500
og-experiments,O.G. Experiments,4820000
generative-dungeon,Generative Dungeon Ordinals,4800000
buidlings,Buidlings by Costo Bravo,4800000
pirates,Antediluvian - Pirates of the Veil,4779000
neonstacks-signature,NeonStacks by Skies,4778370
blok-space,Blok Space,4777439
eegun,Eegun by Ogbe,4770991
bitcoining,BITCOINING,4729000
umeko-space-colonians,Umeko Space Colonians,4720000
frenless,Frenless,4705100
grand_rising_by_eka,Grand Rising by Eka,4700000
ordinal-hashes,Ordinal hashes,4675000
weis-fragments,Fragments,4666800
koji,KOJI,4660000
roses-for-ordinals,Roses for Ordinals by Okra,4653000
rareskullz,Rare Skullz,4630000
bobros,Bobros,4615800
egg0,egg0 by Ben Schiller,4604000
notables,Ordinal Notables,4600000
btckoalas1of1,KOALAS LEGION,4600000
metamemez,MetaMemez,4600000
rockman_of_bitwine,RockMan of BitWine,4589600
challenge-punks,Challenge Punks,4588000
certificate-of-retardation,Certificate of Retardation,4587600
moopy,Ordinal moopy,4580000
alien-og-gringos,Alien OG Gringos,4569900
runes,Inscribed Runes,4549000
thesmophoria,Thesmordinals,4547500
ordinal-maxi-biz-3514,Ordinal Maxi Biz #3514,4538968
runedragonsys,OG Eggs,4532000
3d_bitcoin_puppets,3D Bitcoin Puppets,4511095
bitcoinsheeps,Bitcoin Sheeps,4509000
rogue-bunnies-founder,Rogue Bunnies Founder 69 Collection,4500000
wonderful-travelers,Wonderful Travelers,4500000
json,JSON,4498098
shadow-craft,SHADOW CRAFT,4486207
ascii-88,Ascii88,4465000
ord_games,Oridnal Games,4460000
bitcoin-droogs,Bitcoin Droogs,4459500
eou,Edge of Universe,4444300
bitshades_dogs,Bitshades Dogs,4432300
darkflex1969,Darkflex 1969,4425856
spark_apes,Spark Apes,4422735
triumph_of_bitcoin,the Triumph of Bitcoin,4420000
howl,Howlin Wolf,4417956
cursedeggs,Cursed Eggs,4400000
ordinals-cartel,Ordinals Cartel,4399800
lewds,Lewdinals,4397200
bitcoin_worms,Bitcoin Worms,4383710
brokenpunks,$BROKEN PUNKS BRC2.0,4355141
shadow_scrapper,Shadow Scrapper,4336500
ordinal_pattern_art_labo,ordinal pattern art labo,4333900
op_bird,The Pandemonium - OP_BIRD Derivatives,4322900
lady_v_nyla_hayes,Lady V by Nyla Hayes,4313500
recursive-labs-matrix,Recursive Labs: Matrix,4308000
rnsm,RunestoneMan,4302490
timechain,Timechain,4300000
ohaya,OHACOLE,4300000
pokeemerald,Poke Emerald,4271800
relics,[the reliquary],4269000
bitcoin-cows,BITCOIN COWS,4259400
btcmusicpunks,Bitcoin Music Punks,4258100
qb_goldrush,QB GoldRush NFTs,4254000
degen-pets,DEGEN_PETS,4250000
punk_maxi_biz,Punks Maxi Biz (PMB),4250000
ordinal-snakes-club,Ordinal Snakes Club: Silver Snakes,4240800
nutties,Nutties,4211600
rouge,Rouge by Eka,4200000
luckyduck,Lucky Ducks,4194990
basicpixels,Basic Pixels,4190000
bitmen,Bitmen,4185500
brrnana,BRRNANAS,4182000
mostrecursionsdoodinals,Recursive Doodinals selected,4160000
3dcyberpunks,3D Cyber Punks,4152900
framed,Framed by Lemonhaze,4145000
statues_of_ordinals_by_artography,Statue's of Ordinals by Artography,4140000
nodesbits,NodesBits,4138010
toiletism,BTCWC.Toiletism.MAXI,4133300
pepelangelo,Pepelangelo,4120000
drill_ordinals,Drill Ordinals,4114000
rojos,rojÓs by Nathan Cornes,4107600
pokebitmap,pokebitmap,4103290
data_archaeologists,Data Archaeologists,4100800
piggy,PIGGY,4097900
gn-punks,GNight Punks BTC,4096900
btc_hypers,BTC HYPERS,4060200
vortex-by-brightlight,Vortex by BrightLight x Vivid Gallery,4060000
blueprints,Blueprints by Murat Atimtay,4051995
floordinals,Floordinals,4040000
murkybitmaps,Murky.bitmaps,4030000
hues,Hues of Bitcoin by Sir Gadfly,4030000
bro,Bitmap Bros,4020200
mempools_mint_pass,mempools - blueprints (ex mint pass),4018400
satoshinakamoto,Satoshi Nakamoto,4009000
pop,Ordinal PoPit,4006627
bitcoin-frogs-vibes,Bitcoin Frogs Vibes,4003000
ordibapps,Ordi Bapps,4002000
ordinals-strategy,Ordinals Strategy,4000000
swimmingpepe,Swimming Pepe,4000000
honnori_koala_ordinals,Honnori Koala Ordinals,4000000
mages,Mages,4000000
btc_gods,BTC GODS,4000000
domain_dot_unisat,Domain Names .unisat,3998944
ordinal-bulls,Ordinal Bulls,3995000
sonsofsatoshi,Sons of Satoshi,3994612
bitcoinemo,Bitcoin Emo,3993074
fading-by-lemonhaze,Fading by Lemonhaze,3990000
idiotic,IDIOTIC by BCMDRAWSMOTION,3983300
fractalmfers,pizza pets,3975502
ordinals-summer-by-lemonhaze,Ordinals Summer by Lemonhaze,3970000
ufbros-screenz-invasion,Cursed Screenz,3957000
chronos_chromatic,Chronos Chromatic,3955000
brc420mining,BRC420Mining,3954000
pixel_junkeeees,Pixel JUNKeeeeS,3950000
mugiwara_art,Mugiwara Art,3950000
pixelroyals,PixelRoyals,3949000
the-netherlands,The Netherlands,3943990
fusionara,Fusionara,3938499
bitsplits,BitSplits,3932333
gobxble77,GOB x BLE77,3925000
bapco1,BAPC Ordinals,3900000
downtown-by-lemonhaze,Downtown by Lemonhaze,3900000
scratchers,Ordinal Scratchers,3897800
ordinalworms,Ordinal Worms,3880000
forgotten-wizards-btc,BTC Forgotten Wizards,3868000
ordineko,ordineko,3863445
okayaman,OK WORKS,3850000
legendary_pepes,Legendary Pepes,3847000
lightframes,Tesseract by Kanetix,3840100
engraved-unknowns,Engraved-unknowns,3834950
uncommonlab-pass,Uncommon Labs Pass,3819000
bittoadz,BitToadz,3800000
pocket-pepes,Pocket Pepes,3800000
deville-by-lemonhaze,DeVille by Lemonhaze,3800000
boo,boo,3798300
geese_etchings_by_ferrerostudio,Geese Etchings by Ferrero Studio,3780000
rune_by_eka,Rune by Eka,3780000
riotgrrl,Riot Grrls,3775000
sathunters_community_v1,Sathunters Community V1,3770500
soh,Skulls of Hold,3761500
yellowcloaks,Yellow Cloaks,3753400
based,Based Apes,3735000
yen-d,yen-d,3735000
verylongcats,VeryLongCats,3715000
fwd-v1,Frozen With Desire (Version One),3701790
fillin-painted-cacao100olo,Fillin-Painted-byMIINA,3700000
fortune_cats,FORTUNE CATS,3700000
yokai_tea_by_eka,Yokai Tea by Eka ,3700000
bk2,KALEIDOSCOPE by OK,3699000
nattrump,NatTrump,3696061
bitcoin-pizza,Bitcoin Pizza,3690000
umekobento,Umeko BENTO,3690000
tactile,Tactile on Genify,3689000
pepeordinals,Pepe Ordinals,3688910
timemachine,Time Machine by Harto,3670000
kabuki-pepelangelo,Kabuki Pepe,3650800
magic,$magic,3650000
shinjiketo,SHINJIKĒTO AKA SYNDICATE,3650000
psychonot_vibez,PSYCHONØT Vibez,3648000
g-o-a-t,Pop Collective G.O.A.T.,3590979
pixel0rado,Pixel0rado,3562130
cypherpunk_by_eka,Cypherpunk by Eka,3550000
pixel-ord-boy,Pixel Ord Boy,3540000
time_fragments,Time Fragments by PSYCHONØT,3540000
swordinals,Swordinals,3540000
fractal8,Fractal 8,3539042
ordigallery-pass, OrdiGallery Pass by The Pandemonium,3535826
pizza_with_eka,Pizza with Eka,3530000
omegarune,OmegaRune's Muninn Card ,3517800
beafisherman,Be a Fisherman by Artifishal ,3508676
oup,Ordinal Umeko Punks,3500000
legends_of_tomorrow,LEGENDS OF TOMORROW,3495198
bitcoinrayrays,Bitcoin RayRays,3490000
dark-days-by-lemonhaze,Dark Days by Lemonhaze,3490000
nat_wizards,Natimated Wizards,3481807
ordpirates,DMT-ORDPIRATES,3480417
bitcoinphunks,Bitcoin Phunks ,3458000
matrix,Matrix by RalenArc,3440000
the_devs,The Devs,3432000
omb-bananas,OMB Bananas,3432000
nftmaxis,NFT Maxis,3429000
runegoons,Rune Goons,3427890
bitdream,Bitdream by Howie Lab,3427243
twickrec,TWICK'S RECURSIVE EDITIONS,3420000
owflime,Only What Feels Like It Must Exist by Artifishal ,3400000
bitcordinals,Bitcordinals,3400000
goat_by_eka,GOAT by Eka,3380000
bitworld,Bitworld,3379590
bitcoin-dragons-mystery-box,Bitcoin Dragons Mystery Box,3376900
projectindigo_monsters,Project Indigo: Monster Editions,3375570
whispersoftranscendence,Whispers of Transcendence: A Tapestry of Life,3326000
mmpixels,MMpixels,3300000
dikdikthiccness,DIK DIK THICCNESS,3290028
natrose,DMT-Natrose,3268200
baby-yordas,Baby yORDas,3260000
umeme-maxi-biz,Umeme Maxi Biz,3251600
the-ordinables,The Ordinables,3250000
android-andy,Android Andy,3220000
twick_fem,FEELS ENLIGHTENED MAN Editions,3188000
ordinal-shits,Ordinal Shits,3170000
spunkart,SpunkArt,3167226
prints-trilogy-by-lemonhaze,Trilogy (Prints) by Lemonhaze,3164800
runestonegold,Runestone Gold,3145000
ordinals-animal-junkie,ordinals animal junkie,3140000
bwp,Bitwell Punks,3135600
meow_btc,Meow,3134500
nodewhales,NodeWhales,3132910
ordinalbags,Ordinal Bags,3113000
ordinal-flares,Ordinal FLARES,3100000
bnouns,bNounsNFT,3080000
dose,Dose of Tism,3074217
ordimando-recursive,OrdiMando Recursive,3054150
highrise_rose_2024,HighRise ROSE: 2024 ,3050000
skullx-editions,Skullx: Ordinals Editions,3048855
diypunks-v2,DIYPUNKS V2,3032100
achristmascarol,A Christmas Carol,3025200
96flowers,96 FLOWERS,3020000
goodfellas,GoodFellas,3015551
dshnr,Dishonoraries,3005390
mythicordinalscreatures,Mythic Ordinals - Creatures,3000000
xexadons,Xexadons,3000000
asolemnrose,A Solemn Rose,3000000
purple_by_eka,Purple by Eka,3000000
gwgbot,GWGBOT,2981168
runemonke,Rune Monkes,2973000
ordcolors,Colors by ORDCircles,2970000
coolgirl-ordinals,CoolGirl Ordinals,2963000
odnptacosclub,Ordinal Pixel Tacos Club,2950000
uncommon-pyramids,Uncommon Pyramids,2944000
boz,Bozart,2940000
ordinal-phunks,Ordinal Phunks,2920000
bitcoingang,Bitcoin Gang,2919000
twick,1/1 ART BY TWICK,2910000
bitcoin-katana,Bitcoin Katana,2900700
cagedbird,Caged bird by Sinfini3,2900000
ordinallb,Ordinal Lemon Bots,2880000
skullheadsalon,SkullHeadSalon,2869000
crypto_ninja_medal,CryptoNinjaMedal,2868000
quantummaxicats,Quantum Maxi Cats,2855000
flippers,Flippers,2850000
shadow_rogues,Shadow Rogues,2832800
vidscriptions,UFBros: Vidscriptions,2824900
goodfellas-bosses,The GoodFellas Boss Collection,2820000
orbladies,Orb Ladies,2817499
10_times_ordinals_came_back_to_life_book,10 times ordinals came back to life (Book),2807020
very-long-pepes,VeryLongPepes,2800000
hft,Hitoshi's fun time,2800000
bituki,BITUKI,2786390
3dbitcoinpunks,3D BITCOIN PUNKS,2780000
brickchain,BrickChain by RalenArc,2777100
cnpp-dot-collection_for-daredemohero,CNPP ordinals,2762000
cryptobaroque_pup,Crypto Baroque Pup by Eka,2760000
honeycombs,Bitcoin Bees: Honeycombs,2759930
bitcoin-penguins,Bitcoin Penguins,2751720
natdogooooo,NAT dogooooo,2751186
ctrlarcd,CTRL ARCD,2749000
boar,Boardinals,2732713
wizardpuppets,Wizard Puppets,2710433
chaos_unchained,Chaos Unchained,2703461
div8,8th Division,2700000
noaidis,Noaidis,2699000
they_are_watching,They are Watching,2699000
btcpuppetcard,Bitcoin Puppet Card,2696900
void-mosaics-genesis-collection-pass,The Void Mosaics: Genesis Collection Pass,2691666
x402btc,x402BTC,2690359
bxnesgenesis,Bxnes Society Genesis,2680000
black_rock,Black Rock,2680000
ordinals_3d_pepe,Ordinals 3D PEPE,2669200
pixelmfers,Pixelmfers,2664900
satoshi_slits,Satoshi SLITS,2650900
lespalettes,LES PALETTES by N3WBS,2646800
remember-umeko,Remember Umeko,2645500
btcdreams_sabet,BTC DREAMS 2024 SABET,2643700
natgrids,Nat Grids,2641480
downbadpups,Down Bad Pups,2613380
dark,Dark,2610200
blockcraft_world_beta,BlockCraft World BETA by MDV,2609000
glitchpack,GL1TCH PACK by GL1TCH STUDIO,2606890
the-writers,The Writers ,2603996
ordinal-otters,Ordinal Otters,2603200
mebsonfractal,MEBS on Fractal,2602277
bgo,BirdGirl Ordinals,2600000
the_runemaster,The Runemaster,2596478
savages,Savages,2590098
animetech,AnimeTech Marvels,2590000
dog_shinobi,犬忍者 ($DOG Shinobi),2580000
btc-nothing,Nothing,2578960
pepepunks1986,PepePunks1986,2565180
domain_dot_xbt,Domain Names .xbt,2554553
riot-boyzz,Riot Boyzz..,2534000
basedpunks,BASED PUNKS,2529000
bitartifacts,BitArtifacts,2515000
hybrid-hitmen-pantheon,☣️ Hybrid Hitmen Pantheon by ⌬ Enchained.Games,2513500
joe,J.O.E,2509699
oas,Ordinal Allstar,2509000
bitcoin-bear,Bitcoin Bear,2505000
runes_punks,Runes Punks,2502070
genesis-simians-nft,Genesis Simians NFT,2500000
nebulagod_ordinals,OG Bit Dudes,2500000
ordinalrocks,Ordinal Rocks,2500000
btcd,Bitcoin Dads,2500000
technophiles,Technophiles,2500000
the-weight-of-night,The Weight of Night,2500000
wk_waka_,WAKA's Illustration,2500000
desolated,DESOLATED by zilla ,2500000
runestonetomars,Runestone to Mars ed. by Viola MissCode,2491677
junglepass,JunglePass,2483800
bit_lads,BIT Lads,2474990
truenorth,MasterWorks Block9 True North,2460000
hollowed,Hollowed,2448800
inscribed-space,Inscribed Space,2448000
deadpepes,Dead Pepes,2440363
venus_by_eka,Venus by Eka,2440000
minute-papillon-editions-by-lemonhaze,"Minute, papillon! [21 Editions] by Lemonhaze",2439000
entropy,ENTROPY by Nullish,2438898
opepoo,Opepoo,2424000
echoes_of_chaos,Echoes of Chaos,2421909
presi,47 President USA 1/1,2417926
plastic_bag_rabbits,Plastic Bag Rabbits,2410000
quantumlink,Quantum Link - Taproot Cows Universe,2400744
8bit_monsters,8 Bit Monsters,2400000
met,meteoron,2400000
t1000,Terminator,2400000
bitcoin-ordinal-confetti,Bitcoin Ordinal Confetti,2400000
masterworksblock9dreamars,MasterWorks Block9 DreamCars,2400000
bobtc,Bees on Bitcoin,2384600
jeeters,Jeeters In Disbelief,2379429
fillinthespace-cacao100olo,fillin-the-space-byMIINA,2375000
brickhedz,Brick Hedz,2375000
silk-road-artifact,Silk Road Artifact,2370000
planetary_guardians,Planetary Guardians [🪐],2364000
be_with_you,BE with you,2358000
btck,BTCelKeys,2357000
rudinalz,Rudinalz,2352980
pixelwaves,ピクセルの波 [PixelWaves],2341525
monkes21-specials,Monkes Twenty One / Monkes21 Special Art Editions,2334000
pepemigos,Pepemigos,2331000
metaweb_pioneers,Metaweb Pioneers,2331000
b-o,Black by OK ( black uncommon ),2331000
the-epoch-chronicles,The Epoch Chronicles,2315510
robot-chess,Robot Chess,2290000
koalas,BTC KOALAS,2284400
bitcoin-papers,Bitcoin Papers,2279975
birddao_passport,BirdDAO PassPort,2263900
cyber-rose,CyberRose,2256770
same_nano,Same_Nano_Desu Ordinals,2250000
change,Change,2250000
doxxed_1-1,Doxxed 1/1,2250000
ape-in,Ape In by Hafftka,2243300
brc721punks,BRC721 Punks,2240971
cursed-dogeworld-coins,Cursed DogeWorld Coins,2230150
memearmy,Meme Army by SpZ x Viola,2225667
ordbits-og,Ordbits - OG edition,2220000
dmt_dayone,dmt-timepiece,2210000
bitkits-nations,BitKits Nations,2205000
planetary-mountains,Planetary Mountains,2203300
roog-kitty-cards,Roog Kitty Cards,2200000
bit-guitar-monsters,Bit Guitar Monsters,2200000
culturesculptures,CULTURE SCULPTURES,2200000
cryptofantasy-pfc,CryptoFantasy - pixel fanart collections,2200000
bitcoinrunners,Bitcoin Runners,2198302
rms,Rune Machines,2195900
acgworlds,ACG WORLDS,2180560
0o0,FRKZ,2178000
little_things,Little Things ,2172900
recursive_pepe_3d-cards,Recursive PEPE 3D cards,2170000
itsmyseason,IT'S MY SEASON! Ordinal,2170000
reflections,Reflections,2164000
tattoo_life,Tattoo Life,2150000
goose_punks,goose punks,2143000
tomatoo,Tomatoo-Kingdom,2140000
freak__show,Freak Show,2121711
generativekeys,Generative Keys,2120000
singularity-pass,Singularity Pass,2117590
kikiki-nft,KIKIKI,2101680
dot-dynasty,Dot Dynasty,2099492
deviation-mag,Deviation by Mag,2083000
activatedbysabet,ACTIVATED 2024 SABET,2077500
ordinalswarriors,OrdinalsWarriors,2075000
btc_halving2024,Bitcoin Halving 2024 (BTC24),2073722
pixarpresidents,US Presidents,2073000
blatant_derivative,BLATANT DERIVATIVE ,2066000
community_posters,(comm)UNITY PØSTERS by PSYCHONØT,2043600
bmtpixels,BRC420 - BITMAP PIXELS,2038100
based-angels-honoraries,Based Angels Honoraries,2030000
space,Space Skelly Ordinals,2027100
rubber-duckies,Ordinal Rubber Duckies ,2020000
runestone-hypercube,Runestone Hypercube by Michael Devereux,2015850
runealiens,Rune Aliens,2013649
theeyes,The Eyes Are Always Watching,2000000
gem,Ordinal Gems,2000000
ordinals-by-ape-nation,Ordinals by Ape Nation,2000000
right-click-inscribe,Right-Click Inscribe,2000000
mariopixel-,Mario Pixel,2000000
finney-comics,Finney Comics,2000000
jiga-zou,Jiga-zou / Yukari,2000000
ordidogz,Ordidogz,2000000
scripture,SCRIPTURE,2000000
animated_faces,Animated Faces,1993000
rabbitbrc,$RABBIT PRE-BRC 2.0,1989862
ogk,Ordi Glitch Krew,1985354
ngpc,NecoGene Pixel Collection,1980000
benjamins-carte-btc,Benjamin's Cartel BTC,1950000
my-brain-on-chain-by-doct,My Brain On Chain by DocT X Vivid Gallery,1950000
gods_eden,Gods&Eden,1949798
gcs,GELATVM CVM SAPORE,1938100
be-punks,Be Punks,1935000
voyagergoldenrecord,Voyager Golden Record,1931919
dual-funded-shroom,Dual Funded Shroom,1925000
runes_cats,Runes Cats,1915000
sqairheads,SQAirHeads by BCMDRAWSMOTION,1910000
ordinals-is-dope-leafy,Ordinals is Dope - Leafy,1905900
ordclub-covenants,ORD CLUB COVENANTS,1904000
mutant-rune-whales,Mutant Rune Whales,1890000
angels,I thought angels had wings?,1889000
endangered-ordinals,Endangered Ordinals,1887000
spermatos,Spermatos,1878000
golden_ape,Golden Ape,1876060
geijutsu_no_kiwami,Geijutsu no kiwami,1850000
maxibiz_punks,Maxi Biz Punks,1850000
v_f_1,Random art by 口乃工-山卂𠘨 丂卂丅口丂卄工,1850000
10degens,10 DEGENS | BTC Golden Pass,1849680
abcv2,Anonymous ₿itcoin Club Vol.2,1841100
recursivealien,Recursive Alien,1839000
waifu,Degen Waifu,1839000
warpspeedtv,WarpSpeedTV Parcels (145159.bitmap),1835000
